jugadorID;nombre;apellidos;nombreDeportivo;anyoNacimiento;mesNacimiento;diaNacimiento;paisNacimiento;estadoNacimiento;ciudadNacimiento;anyoFallecimiento;mesFallecimiento;diaFallecimiento;paisFallecimiento;estadoFallecimiento;ciudadFallecimiento;peso;altura;batear;lanzar;fechaDebut;fechaRetirada
reynoma03;Matt;Reynolds;Matthew William;1990;12;3;USA;OK;Tulsa;;;;;;;200;73;R;R;2016-05-17;2020-09-10
reynorj01;R. J.;Reynolds;Robert James;1959;4;19;USA;CA;Sacramento;;;;;;;190;72;B;R;1983-09-01;1990-10-02
reynoro01;Ross;Reynolds;Ross Ernest;1887;8;20;USA;TX;Barksdale;1970;6;23;USA;OK;Ada;185;74;R;R;1914-05-02;1915-05-01
reynoro02;Ronn;Reynolds;Ronn Dwayne;1958;9;28;USA;KS;Wichita;;;;;;;200;72;R;R;1982-09-29;1990-07-05
reynosh01;Shane;Reynolds;Richard Shane;1968;3;26;USA;LA;Bastrop;;;;;;;210;75;R;R;1992-07-20;2004-06-28
reynoto01;Tommie;Reynolds;Tommie D.;1941;8;15;USA;LA;Arizona;;;;;;;190;74;R;R;1963-09-05;1972-10-01
rhameja01;Jacob;Rhame;Jacob Alan;1993;3;16;USA;GA;Atlanta;;;;;;;215;73;R;R;2017-09-02;2019-08-03
rhawnbo01;Bobby;Rhawn;Robert John;1919;2;13;USA;PA;Catawissa;1984;6;9;USA;PA;Danville;180;68;R;R;1947-09-17;1949-07-31
rheamcy01;Cy;Rheam;Kenneth Johnston;1893;9;28;USA;PA;Pittsburgh;1947;10;23;USA;PA;Pittsburgh;175;72;R;R;1914-05-20;1915-10-03
rheinjo01;John;Rheinecker;John Philip;1979;5;29;USA;IL;Belleville;2017;7;18;USA;MO;St. Louis;230;74;L;L;2006-04-22;2007-09-28
rhemfl01;Flint;Rhem;Charles Flint;1901;1;24;USA;SC;Rhems;1969;7;30;USA;SC;Columbia;180;74;R;R;1924-09-06;1936-08-26
rhielbi01;Billy;Rhiel;William Joseph;1900;8;16;USA;OH;Youngstown;1946;8;16;USA;OH;Warren;175;71;R;R;1929-04-20;1933-07-09
rhinebi01;Billy;Rhines;William Pearl;1869;3;14;USA;PA;Ridgway;1922;1;30;USA;PA;Ridgway;168;71;R;R;1890-04-22;1899-06-22
rhoadbo01;Bob;Rhoads;Barton Emory;1879;10;4;USA;OH;Wooster;1967;2;12;USA;CA;San Bernardino;215;73;R;R;1902-04-19;1909-08-25
rhodear01;Arthur;Rhodes;Arthur Lee;1969;10;24;USA;TX;Waco;;;;;;;220;74;L;L;1991-08-21;2011-09-27
rhodebi01;Bill;Rotes;William Clarence;1871;6;27;USA;PA;Pottstown;1934;3;8;USA;PA;Pottstown;170;71;;;1893-06-14;1893-08-15
rhodech01;Charlie;Rhodes;Charles Anderson;1885;4;7;USA;KS;Caney;1918;10;26;USA;KS;Caney;180;67;R;R;1906-07-26;1909-06-14
rhodedu01;Dusty;Rhodes;James Lamar;1927;5;13;USA;AL;Mathews;2009;6;17;USA;NV;Las Vegas;178;72;L;R;1952-07-13;1959-09-27
rhodego01;Gordon;Rhodes;John Gordon;1907;8;11;USA;UT;Salt Lake City;1960;3;22;USA;CA;Bellflower;187;72;R;R;1929-04-29;1936-09-07
rhodeka01;Tuffy;Rhodes;Karl Derrick;1968;8;21;USA;OH;Cincinnati;;;;;;;175;72;L;L;1990-08-07;1995-06-08
rhoderi01;Rick;Rhoden;Richard Alan;1953;5;16;USA;FL;Boynton Beach;;;;;;;195;75;R;R;1974-07-05;1989-09-29
rhombke01;Kevin;Rhomberg;Kevin Jay;1955;11;22;USA;IA;Dubuque;;;;;;;175;72;R;R;1982-09-01;1984-06-05
rhymewi01;Will;Rhymes;William Daniel;1983;4;1;USA;TX;Houston;;;;;;;170;68;L;R;2010-07-25;2012-08-05
rhyneha01;Hal;Rhyne;Harold J.;1899;3;30;USA;CA;Paso Robles;1971;1;7;USA;CA;Orangevale;163;68;R;R;1926-04-18;1933-10-01
ribande01;Dennis;Ribant;Dennis Joseph;1941;9;20;USA;MI;Detroit;;;;;;;165;71;R;R;1964-08-09;1969-09-27
riccefr01;Frank;Riccelli;Frank Joseph;1953;2;24;USA;NY;Syracuse;;;;;;;205;75;L;L;1976-09-11;1979-06-17
riccich01;Chuck;Ricci;Charles Mark;1968;11;20;USA;PA;Abington;;;;;;;180;74;R;R;1995-09-08;1995-10-01
ricebo01;Bob;Rice;Robert Turnbull;1899;5;28;USA;PA;Philadelphia;1986;2;20;USA;PA;Elizabethtown;170;70;R;R;1926-09-01;1926-09-29
ricede01;Del;Rice;Delbert W.;1922;10;27;USA;OH;Portsmouth;1983;1;26;USA;CA;Buena Park;190;74;R;R;1945-05-02;1961-08-31
riceha01;Harry;Rice;Harry Francis;1901;11;22;USA;IL;Ware Station;1971;1;1;USA;OR;Portland;185;69;L;R;1923-04-18;1933-10-01
riceha02;Hal;Rice;Harold Housten;1924;2;11;USA;WV;Morganette;1997;12;22;USA;IN;Bloomington;195;73;L;R;1948-09-25;1954-09-19
riceji01;Jim;Rice;James Edward;1953;3;8;USA;SC;Anderson;;;;;;;200;74;R;R;1974-08-19;1989-08-03
ricele01;Len;Rice;Leonard Oliver;1918;9;2;USA;SD;Lead;1992;6;13;USA;CA;Sonora;175;72;R;R;1944-04-26;1945-09-29
ricepa01;Pat;Rice;Patrick Edward;1963;11;2;USA;SD;Rapid City;;;;;;;200;74;R;R;1991-05-18;1991-06-16
ricesa01;Sam;Rice;Edgar Charles;1890;2;20;USA;IN;Morocco;1974;10;13;USA;MD;Rossmoor;150;69;L;R;1915-08-07;1934-09-18
ricesc01;Scott;Rice;Scott Adam;1981;9;21;USA;CA;Simi Valley;;;;;;;230;78;L;L;2013-04-01;2014-06-08
richa01;;Richardson;;;;;USA;MA;Boston;;;;;;;136;64;;;1884-07-10;1884-07-10
richaan01;Antoan;Richardson;Antoan Edward;1983;10;8;Bahamas;New Providence;Nassau;;;;;;;165;68;B;R;2011-09-04;2014-09-28
richabi01;Bill;Richardson;William Henry;1878;1;24;USA;IN;Salem;1949;11;6;USA;IN;Sullivan;200;71;R;R;1901-09-20;1901-10-06
richabo01;Bobby;Richardson;Robert Clinton;1935;8;19;USA;SC;Sumter;;;;;;;170;69;R;R;1955-08-05;1966-10-02
richach01;Chris;Richard;Christopher Robert;1974;6;7;USA;CA;San Diego;;;;;;;185;74;L;L;2000-07-17;2009-10-04
richacl01;Clayton;Richard;Clayton Colby;1983;9;12;USA;IN;Lafayette;;;;;;;240;77;L;L;2008-07-23;2019-07-13
richada01;Danny;Richardson;Daniel;1863;1;25;USA;NY;Elmira;1926;9;15;USA;NY;New York;165;68;R;R;1884-05-22;1894-09-24
richada02;Danny;Richar;Danny Adam;1983;6;9;D.R.;La Romana;La Romana;;;;;;;205;73;L;R;2007-07-28;2009-07-02
richadu01;Duane;Richards;Duane Lee;1936;12;16;USA;IN;Spartanburg;;;;;;;200;75;R;R;1960-09-25;1960-10-01
richadu02;Dustin;Richardson;Dustin A.;1984;1;9;USA;KS;Newton;;;;;;;220;78;L;L;2009-09-28;2010-10-02
richafr01;Fred;Richards;Frederick Charles;1927;11;3;USA;OH;Warren;2016;3;18;USA;OH;Warren;185;73;L;L;1951-09-15;1951-09-30
richaga01;Garrett;Richards;Garrett Thomas;1988;5;27;USA;CA;Riverside;;;;;;;210;74;R;R;2011-08-10;2021-10-03
richage01;Gene;Richards;Eugene;1953;9;29;USA;SC;Monticello;;;;;;;175;72;L;L;1977-04-06;1984-09-30
richago01;Gordie;Richardson;Gordon Clark;1938;7;19;USA;GA;Colquitt;;;;;;;185;72;R;L;1964-07-26;1966-06-05
richaha01;Hardy;Richardson;Abram Harding;1855;4;21;USA;NJ;Clarksboro;1931;1;14;USA;NY;Utica;170;69;R;R;1879-05-01;1892-09-10
richaja01;Jack;Richardson;John William;1892;10;3;USA;IL;Central City;1970;1;18;USA;IL;Marion;197;75;B;R;1915-09-17;1916-04-13
richaje01;Jeff;Richardson;Jeffrey Scott;1965;8;26;USA;NE;Grand Island;;;;;;;175;74;R;R;1989-07-14;1993-05-28
richaje02;Jeff;Richardson;Jeffrey Scott;1963;8;29;USA;KS;Wichita;;;;;;;185;75;R;R;1990-09-19;1990-09-19
richajr01;J. R.;Richard;James Rodney;1950;3;7;USA;LA;Vienna;2021;8;4;USA;TX;Houston;222;80;R;R;1971-09-05;1980-07-14
richake01;Ken;Richardson;Kenneth Franklin;1915;5;2;USA;IN;Orleans;1987;12;7;USA;CA;Woodland Hills;187;70;R;R;1942-04-14;1946-05-02
richake02;Kevin;Richardson;Kevin Grant;1980;9;12;USA;WA;Mount Vernon;;;;;;;230;75;R;R;2009-08-17;2009-09-26
richale01;Lee;Richard;Lee Edward;1948;9;18;USA;LA;Lafayette;;;;;;;165;71;R;R;1971-04-07;1976-10-03
richami01;Mike;Richardt;Michael Anthony;1958;5;24;USA;CA;North Hollywood;;;;;;;170;72;R;R;1980-08-30;1984-09-30
richano01;Nolen;Richardson;Clifford Nolen;1903;1;18;USA;TN;Chattanooga;1951;9;25;USA;GA;Athens;170;73;R;R;1929-04-16;1939-04-17
richapa01;Paul;Richards;Paul Rapier;1908;11;21;USA;TX;Waxahachie;1986;5;4;USA;TX;Waxahachie;180;73;R;R;1932-04-17;1946-09-22
richaru01;Rusty;Richards;Russell Earl;1965;1;27;USA;TX;Houston;;;;;;;200;76;L;R;1989-09-20;1990-07-06
richato01;Tom;Richardson;Thomas Mitchell;1883;8;7;USA;IL;Louisville;1939;11;15;USA;IA;Onawa;190;72;R;R;1917-08-02;1917-08-02
richatr01;Trevor;Richards;Trevor Michael;1993;5;15;USA;IL;Aviston;;;;;;;195;74;R;R;2018-04-02;2021-09-30
richbla01;Lance;Richbourg;Lance Clayton;1897;12;18;USA;FL;DeFuniak Springs;1975;9;10;USA;FL;Crestview;160;70;L;R;1921-07-04;1932-09-25
richepe01;Pete;Richert;Peter Gerard;1939;10;29;USA;NY;Floral Park;;;;;;;165;71;L;L;1962-04-12;1974-09-02
richile01;Lew;Richie;Elwood Lewis;1883;8;23;USA;PA;Ambler;1936;8;15;USA;PA;Franklin County;165;68;R;R;1906-05-08;1913-08-08
richiro01;Rob;Richie;Robert Eugene;1965;9;5;USA;NV;Reno;;;;;;;190;74;L;R;1989-08-19;1989-09-26
richmbe01;Beryl;Richmond;Beryl Justice;1907;8;24;USA;WV;Glen Easton;1980;4;24;USA;WV;Cameron;185;73;B;L;1933-04-21;1934-09-29
richmdo01;Don;Richmond;Donald Lester;1919;10;27;USA;PA;Gillett;1981;5;24;USA;NY;Elmira;175;73;L;R;1941-09-16;1951-05-13
richmjo01;John;Richmond;John H.;1855;3;5;USA;PA;Philadelphia;1898;10;5;USA;PA;Philadelphia;170;69;;R;1875-04-22;1885-07-10
richmle01;Lee;Richmond;J Lee;1857;5;5;USA;OH;Sheffield;1929;10;1;USA;OH;Toledo;155;70;;L;1879-09-27;1886-10-04
richmra01;Ray;Richmond;Raymond Sinclair;1896;6;5;USA;IL;Fillmore;1969;10;21;USA;MO;De Soto;175;72;R;R;1920-09-25;1921-06-26
richmsc01;Scott;Richmond;Scott Daniel;1979;8;30;CAN;BC;Vancouver;;;;;;;220;77;R;R;2008-07-30;2012-07-01
richtal01;Al;Richter;Allen Gordon;1927;2;7;USA;VA;Norfolk;2017;10;29;USA;VA;Virginia Beach;165;71;R;R;1951-09-23;1953-04-21
richtjo01;John;Richter;John Marcellus;1873;2;8;USA;KY;Louisville;1927;10;4;USA;KY;Louisville;178;72;;;1898-10-06;1898-10-09
richtre01;Reggie;Richter;Emil Henry;1888;9;14;Germany;North Rhine-Westphalia;Dusseldorf;1934;8;2;USA;IL;Winfield;180;74;R;R;1911-05-30;1911-09-26
richwo01;Woody;Rich;Woodrow Earl;1916;3;9;USA;NC;Morganton;1983;4;18;USA;NC;Morganton;185;74;L;R;1939-04-22;1944-09-16
rickajo01;Joey;Rickard;Joseph Mark;1991;5;21;USA;NV;Las Vegas;;;;;;;192;72;R;L;2016-04-04;2020-08-30
rickebr01;Branch;Rickey;Wesley Branch;1881;12;20;USA;OH;Flat;1965;12;9;USA;MO;Columbia;175;69;L;R;1905-06-16;1914-08-25
rickeda01;Dave;Ricketts;David William;1935;7;12;USA;PA;Pottstown;2008;7;13;USA;MO;St. Louis;190;72;B;R;1963-09-25;1970-07-30
rickedi01;Dick;Ricketts;Richard James;1933;12;4;USA;PA;Pottstown;1988;3;6;USA;NY;Rochester;215;79;L;R;1959-06-14;1959-07-27
rickejo01;Joe;Rickert;Joseph Francis;1876;12;12;USA;OH;London;1943;10;15;USA;OH;Springfield;165;70;R;R;1898-10-12;1901-10-05
rickema01;Marv;Rickert;Marvin August;1921;1;8;USA;WA;Longbranch;1978;6;3;USA;WA;Oakville;195;74;L;R;1942-09-10;1950-09-26
ricklch01;Chris;Rickley;Christian;1859;10;7;USA;PA;Philadelphia;1911;10;25;USA;PA;Philadelphia;160;68;R;;1884-06-09;1884-06-21
ricksjo01;John;Ricks;John J.;1867;9;26;USA;MO;St. Louis;1920;8;31;USA;MO;St. Louis;;;;;1891-09-21;1894-07-04
ricoar01;Art;Rico;Arthur Ramon;1895;7;23;USA;MA;Roxbury;1919;1;3;USA;MA;Boston;185;69;R;R;1916-07-31;1917-09-03
ricofr01;Fred;Rico;Alfredo Cruz;1944;7;4;USA;AZ;Jerome;;;;;;;180;70;R;R;1969-09-01;1969-10-02
riconha01;Harry;Riconda;Henry Paul;1897;5;17;USA;NY;New York;1958;11;15;USA;NY;Mahopac;175;70;R;R;1923-04-19;1930-04-18
riddlde01;Denny;Riddleberger;Dennis Michael;1945;11;22;USA;VA;Clifton Forge;;;;;;;195;75;R;L;1970-09-15;1972-09-24
riddldo01;Dorsey;Riddlemoser;Dorsey Lee;1875;3;25;USA;MD;Frederick;1954;5;11;USA;MD;Frederick;;;R;R;1899-08-22;1899-08-22
riddlel01;Elmer;Riddle;Elmer Ray;1914;7;31;USA;GA;Columbus;1984;5;14;USA;GA;Columbus;170;71;R;R;1939-10-01;1949-08-03
riddljo01;John;Riddle;John H.;1864;2;;USA;PA;Philadelphia;1931;5;5;USA;NJ;Camden;;;R;R;1889-09-18;1890-10-11
riddljo02;Johnny;Riddle;John Ludy;1905;10;3;USA;SC;Clinton;1998;12;15;USA;IN;Indianapolis;190;71;R;R;1930-04-17;1948-09-11
riddljt01;JT;Riddle;Joshua Travis;1991;10;12;USA;KY;Frankfort;;;;;;;190;73;L;R;2017-04-11;2021-04-20
riddogr99;Greg;Riddoch;Gregory Lee;1945;7;17;USA;CO;Greeley;;;;;;;180;72;R;R;;
ridgwja01;Jack;Ridgway;Jacob Augustus;1888;7;23;USA;PA;Philadelphia;1928;2;23;USA;PA;Philadelphia;174;71;L;R;1914-05-20;1914-06-16
ridgwje01;Jeff;Ridgway;Jeffrey Allen;1980;8;17;USA;WA;Port Angeles;;;;;;;210;75;R;L;2007-09-17;2008-09-13
ridinst01;Stephen;Ridings;Stephen Thomas;1995;8;14;USA;NY;Huntington;;;;;;;220;80;R;R;2021-08-03;2021-08-15
ridzist01;Steve;Ridzik;Stephen George;1929;4;29;USA;NY;Yonkers;2008;1;8;USA;FL;Bradenton;170;71;R;R;1950-09-04;1966-05-10
riebeha01;Hank;Riebe;Harvey Donald;1921;10;10;USA;OH;Cleveland;2001;4;16;USA;OH;Cleveland;175;69;R;R;1942-08-26;1949-09-17
riedljo01;John;Riedling;John Richard;1975;8;29;USA;FL;Fort Lauderdale;;;;;;;190;71;R;R;2000-08-30;2005-08-28
riefecj01;C. J.;Riefenhauser;Charles Joseph;1990;1;30;USA;NY;Yonkers;;;;;;;195;72;L;L;2014-04-19;2015-10-03
riegeel01;Elmer;Rieger;Elmer Jay;1889;2;25;USA;CA;Perris;1959;10;21;USA;CA;Los Angeles;175;72;B;R;1910-04-20;1910-07-20
rienzan01;Andre;Rienzo;Andre Albanez;1988;7;5;Brazil;Sao Paulo;Sao Paulo;;;;;;;195;74;R;R;2013-07-30;2015-10-04
riesgni01;Nikco;Riesgo;Damon Nikco;1967;1;11;USA;CA;Long Beach;;;;;;;185;74;R;R;1991-04-20;1991-04-26
rigbybr01;Brad;Rigby;Bradley Kenneth;1973;5;14;USA;WI;Milwaukee;;;;;;;203;78;R;R;1997-06-28;2000-06-24
rigdopa01;Paul;Rigdon;Paul David;1975;11;2;USA;FL;Jacksonville;;;;;;;210;77;R;R;2000-05-21;2001-07-01
riggaje01;Jerrod;Riggan;Jerrod Ashley;1974;5;16;USA;WA;Brewster;;;;;;;197;75;R;R;2000-08-29;2003-05-15
riggash01;Shawn;Riggans;Shawn Willis;1980;7;25;USA;FL;Fort Lauderdale;;;;;;;200;74;R;R;2006-09-05;2009-10-04
riggejo01;Joe;Riggert;Joseph Aloysius;1886;12;11;USA;WI;Janesville;1973;12;10;USA;MO;Kansas City;170;69;R;R;1911-04-12;1919-07-21
rigglji99;Jim;Riggleman;James David;1952;11;9;USA;NJ;Fort Dix;;;;;;;175;71;R;R;;
riggsad01;Adam;Riggs;Adam David;1972;10;4;USA;OH;Steubenville;;;;;;;195;72;R;R;1997-08-07;2004-10-03
riggsle01;Lew;Riggs;Lewis Sidney;1910;4;22;USA;NC;Mebane;1975;8;12;USA;NC;Durham;175;72;L;R;1934-04-28;1946-04-16
righeda01;Dave;Righetti;David Allan;1958;11;28;USA;CA;San Jose;;;;;;;195;76;L;L;1979-09-16;1995-09-18
rightro01;Ron;Rightnowar;Ronald Gene;1964;9;5;USA;OH;Toledo;;;;;;;190;75;R;R;1995-05-20;1995-09-26
rignebi01;Bill;Rigney;William Joseph;1918;1;29;USA;CA;Alameda;2001;2;20;USA;CA;Walnut Creek;178;73;R;R;1946-04-16;1953-09-12
rignejo01;Johnny;Rigney;John Dungan;1914;10;28;USA;IL;Oak Park;1984;10;21;USA;IL;Lombard;190;74;R;R;1937-04-21;1947-07-04
rigneto01;Topper;Rigney;Emory Elmo;1897;1;7;USA;TX;Groveton;1972;6;7;USA;TX;San Antonio;150;69;R;R;1922-04-12;1927-08-26
rijojo01;Jose;Rijo;Jose Antonio;1965;5;13;D.R.;San Cristobal;San Cristobal;;;;;;;200;73;R;R;1984-04-05;2002-09-28
rikarcu01;Culley;Rikard;Culley;1914;5;9;USA;MS;Oxford;2000;2;25;USA;TN;Memphis;183;71;L;R;1941-09-20;1947-09-25
rileser01;Ernie;Riles;Ernest;1960;10;2;USA;GA;Cairo;;;;;;;180;73;L;R;1985-05-14;1993-10-03
rileyau01;Austin;Riley;Michael Austin;1997;4;2;USA;TN;Memphis;;;;;;;240;75;R;R;2019-05-15;2021-10-03
rileybi01;Billy;Riley;William James;1855;;;USA;OH;Cincinnati;1887;11;9;USA;OH;Cincinnati;160;70;R;R;1875-05-04;1879-09-30
rileyge01;George;Riley;George Michael;1956;10;6;USA;PA;Philadelphia;;;;;;;210;74;L;L;1979-09-15;1986-05-04
rileyji01;Jim;Riley;James Joseph;1886;11;10;USA;NY;Buffalo;1949;3;25;USA;NY;Buffalo;165;72;R;R;1910-08-02;1910-08-02
rileyji02;Jim;Riley;James Norman;1895;5;25;CAN;NB;Bayfield;1969;5;25;USA;TX;Seguin;185;70;L;R;1921-07-03;1923-10-07
rileyle01;Lee;Riley;Leon Francis;1906;8;20;USA;NE;Princeton;1970;9;13;USA;NY;Schenectady;185;73;L;R;1944-04-19;1944-04-30
rileyma01;Matt;Riley;Matthew Paul;1979;8;2;USA;CA;Antioch;;;;;;;205;73;L;L;1999-09-09;2005-05-04
rincoan01;Andy;Rincon;Andrew John;1959;3;5;USA;CA;Monterey Park;;;;;;;195;75;R;R;1980-09-15;1982-05-22
rincoju01;Juan;Rincon;Juan Manuel;1979;1;23;Venezuela;Zulia;Maracaibo;;;;;;;210;71;R;R;2001-06-07;2010-06-20
rincori01;Ricardo;Rincon;Ricardo;1970;4;13;Mexico;Veracruz;Cuitlahuac;;;;;;;190;70;L;L;1997-04-03;2008-09-25
rineeje01;Jeff;Rineer;Jeffrey Alan;1955;7;3;USA;PA;Lancaster;;;;;;;205;76;L;L;1979-09-30;1979-09-30
ringji01;Jimmy;Ring;James Joseph;1895;2;15;USA;NY;Brooklyn;1965;7;6;USA;NY;Breezy Point;170;73;R;R;1917-04-13;1928-09-26
ringofr01;Frank;Ringo;Frank C.;1860;10;12;USA;MO;Parkville;1889;4;12;USA;MO;Kansas City;175;71;R;;1883-05-01;1886-09-18
ringro01;Royce;Ring;Roger Royce;1980;12;21;USA;CA;La Mesa;;;;;;;220;72;L;L;2005-04-29;2010-10-03
rinkebo01;Bob;Rinker;Robert John;1921;4;21;USA;PA;Audenried;2002;12;19;USA;PA;Hazleton;190;72;R;R;1950-09-06;1950-09-16
riosal01;Alex;Rios;Alexis Israel;1981;2;18;USA;AL;Coffee;;;;;;;210;77;R;R;2004-05-27;2015-10-04
riosar01;Armando;Rios;Armando;1971;9;13;P.R.;;Santurce;;;;;;;180;69;L;L;1998-09-01;2003-09-27
riosda01;Danny;Rios;Daniel;1972;11;11;Spain;Madrid;Madrid;;;;;;;190;74;R;R;1997-05-30;1998-05-02
riosed01;Edwin;Rios;Edwin Gabriel;1994;4;21;P.R.;;Caguas;;;;;;;220;75;L;R;2019-06-27;2021-05-04
riosju01;Juan;Rios;Juan Onofre Velez;1942;7;14;P.R.;;Mayaguez;1995;8;28;P.R.;;Mayaguez;185;75;R;R;1969-04-09;1969-10-02
riosya01;Yacksel;Rios;Yacksel;1993;6;27;P.R.;;Caguas;;;;;;;215;75;R;R;2017-08-22;2021-08-12
ripkebi01;Billy;Ripken;William Oliver;1964;12;16;USA;MD;Havre de Grace;;;;;;;180;73;R;R;1987-07-11;1998-07-13
ripkeca01;Cal;Ripken;Calvin Edwin;1960;8;24;USA;MD;Havre de Grace;;;;;;;200;76;R;R;1981-08-10;2001-10-06
ripkeca99;Cal;Ripken;Calvin Edwin;1935;12;17;USA;MD;Aberdeen;1999;3;25;USA;MD;Baltimore;175;71;R;R;;
ripleal01;Allen;Ripley;Allen Stevens;1952;10;18;USA;MA;Norwood;2014;11;7;USA;MA;North Attleboro;190;75;R;R;1978-04-10;1982-09-24
riplewa01;Walt;Ripley;Walter Franklin;1916;11;26;USA;MA;Worcester;1990;10;7;USA;MA;Attleboro;168;72;R;R;1935-08-17;1935-09-11
rippera01;Ray;Rippelmeyer;Raymond Roy;1933;7;9;USA;IL;Valmeyer;;;;;;;200;75;R;R;1962-04-14;1962-07-01
ripplch01;Charlie;Ripple;Charles Dawson;1920;12;1;USA;NC;Bolton;1979;5;6;USA;NC;Wilmington;210;74;L;L;1944-09-25;1946-06-28
ripplji01;Jimmy;Ripple;James Albert;1909;10;14;USA;PA;Export;1959;7;16;USA;PA;Greensburg;170;70;L;R;1936-04-20;1943-09-12
risbesw01;Swede;Risberg;Charles August;1894;10;13;USA;CA;San Francisco;1975;10;13;USA;CA;Red Bluff;175;72;R;R;1917-04-11;1920-09-27
risinpo01;Pop;Rising;Percival Sumner;1877;1;24;USA;PA;Industry;1938;1;28;USA;PA;Rochester;;;;R;1905-08-10;1905-10-06
riskeda01;David;Riske;David Richard;1976;10;23;USA;WA;Renton;;;;;;;175;74;R;R;1999-08-14;2010-08-15
rislebi01;Bill;Risley;William Charles;1967;5;29;USA;IL;Chicago;;;;;;;215;74;R;R;1992-07-08;1998-09-26
ritchcl01;Claude;Ritchey;Claude Cassius;1873;10;5;USA;PA;Emlenton;1951;11;8;USA;PA;Emlenton;167;66;B;R;1897-04-22;1909-06-24
ritchja01;Jay;Ritchie;Jay Seay;1936;11;20;USA;NC;Salisbury;2016;1;5;USA;NC;Salisbury;175;76;R;R;1964-08-04;1968-09-06
ritchto01;Todd;Ritchie;Todd Everett;1971;11;7;USA;VA;Portsmouth;;;;;;;205;75;R;R;1997-04-03;2004-09-30
ritchwa01;Wally;Ritchie;Wallace Reid;1965;7;12;USA;CA;Glendale;;;;;;;180;74;L;L;1987-05-01;1992-07-28
rittech01;Charlie;Ritter;Charles J.;;;;;;;;;;;;;;;;;1885-09-21;1885-09-23
rittefl01;Floyd;Ritter;Floyd Alexander;1870;6;1;USA;OH;Dorset;1943;2;7;USA;WA;Stevenson;155;68;R;R;1890-06-04;1890-06-04
ritteha01;Hank;Ritter;William Herbert;1893;10;12;USA;PA;McCoysville;1964;9;3;USA;OH;Akron;180;72;R;R;1912-08-03;1916-09-27
rittele01;Lew;Ritter;Lewis Elmer;1875;9;7;USA;PA;Liverpool;1952;5;27;USA;PA;Harrisburg;150;69;R;R;1902-09-10;1908-08-29
rittere01;Reggie;Ritter;Reggie Blake;1960;1;23;USA;AR;Malvern;;;;;;;195;74;L;R;1986-05-17;1987-10-02
rittewh01;Whitey;Ritterson;Edward West;1855;4;26;USA;PA;Philadelphia;1917;7;28;USA;PA;East Rockhill Township;;68;R;R;1876-05-02;1876-08-09
rittwji01;Jim;Rittwage;James Michael;1944;10;23;USA;OH;Cleveland;;;;;;;190;75;R;R;1970-09-07;1970-09-30
ritzji01;Jim;Ritz;James S.;1874;;;USA;PA;Altoona;1896;11;10;USA;PA;Pittsburgh;165;68;;;1894-07-20;1894-07-20
ritzke01;Kevin;Ritz;Kevin D.;1965;6;8;USA;NJ;Eatontown;;;;;;;195;76;R;R;1989-07-15;1998-05-16
rivasal01;Alfonso;Rivas;Alfonso;1996;9;13;USA;CA;Chula Vista;;;;;;;190;71;L;L;2021-08-29;2021-09-19
rivaslu01;Luis;Rivas;Luis Wilfredo;1979;8;30;Venezuela;La Guaira;La Guaira;;;;;;;175;70;R;R;2000-09-16;2008-09-20
rivaswe01;Webster;Rivas;Webster Julian;1990;8;8;D.R.;Maria Trinidad Sanchez;Nagua;;;;;;;219;73;R;R;2021-05-28;2021-10-03
riverbe01;Ben;Rivera;Bienvenido;1968;1;11;D.R.;San Pedro de Macoris;San Pedro de Macoris;;;;;;;210;78;R;R;1992-04-09;1994-07-31
riverbo01;Bombo;Rivera;Jesus Manuel;1952;8;2;P.R.;;Ponce;;;;;;;187;70;R;R;1975-04-17;1982-10-03
riverca01;Carlos;Rivera;Carlos Alberto;1978;6;10;P.R.;;Fajardo;;;;;;;230;71;L;L;2003-06-22;2004-05-06
riverca02;Carlos;Rivero;Carlos Luis;1988;5;20;Venezuela;Lara;Barquisimeto;;;;;;;230;75;R;R;2014-08-29;2014-09-27
riverem01;Emmanuel;Rivera;Emmanuel Miguel;1996;6;29;P.R.;;Mayaguez;;;;;;;225;74;R;R;2021-06-28;2021-09-06
riverfe01;Felipe;Vazquez;Felipe Javier;1991;7;5;Venezuela;Yaracuy;San Felipe;;;;;;;225;74;L;L;2015-04-17;2019-09-12
riverge01;German;Rivera;German;1960;7;6;P.R.;;Santurce;;;;;;;195;74;R;R;1983-09-02;1985-09-28
riverji01;Jim;Rivera;Manuel Joseph;1921;7;22;USA;NY;New York;2017;11;13;USA;IN;Fort Wayne;196;72;L;L;1952-04-15;1961-09-30
riverju01;Juan;Rivera;Juan Luis;1978;7;3;Venezuela;Miranda;Guarenas;;;;;;;220;74;R;R;2001-09-04;2012-10-03
riverlu01;Luis;Rivera;Luis Antonio;1964;1;3;P.R.;;Cidra;;;;;;;165;69;R;R;1986-08-03;1998-08-27
riverlu02;Luis;Rivera;Luis;1978;6;21;Mexico;Chihuahua;Chihuahua;;;;;;;163;75;R;R;2000-04-04;2000-09-20
riverma01;Mariano;Rivera;Mariano;1969;11;29;Panama;Panama;Panama;;;;;;;195;74;R;R;1995-05-23;2013-09-26
rivermi01;Mickey;Rivers;John Milton;1948;10;30;USA;FL;Miami;;;;;;;165;70;L;L;1970-08-04;1984-09-30
